Word,Most_Similar_Word
тканеинженерный,"[('биополимерный', 0.8874393701553345), ('альбумин', 0.8645107746124268), ('фосфатный', 0.8593568801879883), ('эмульсия', 0.8582490086555481), ('бесшовный', 0.8579614758491516), ('ватерита', 0.8564314246177673), ('однослойный', 0.8561279773712158), ('амплитудный', 0.8560640811920166), ('поликристаллический', 0.8549767732620239), ('железоиттриевый', 0.8544712066650391)]"
белков,"[('монокристаллический', 0.894996702671051), ('однослойный', 0.894493579864502), ('коллаген', 0.883389413356781), ('эмульсия', 0.8826425075531006), ('инкапсулированный', 0.8751135468482971), ('косметология', 0.8744856715202332), ('бесшовный', 0.8728451728820801), ('экстракционный', 0.8700261116027832), ('низкотемпературный', 0.8689668774604797), ('электрооптический', 0.8676077723503113)]"
универсант,[]
диетология,"[('веллнес', 0.9087186455726624)]"
раннесредневековый,[]
разоблачение,[]
бессознательный,[]
неавтономный,"[('осветительный', 0.8323439359664917), ('возбудимый', 0.8223600387573242), ('нитрат', 0.8179875016212463), ('четверной', 0.8099049925804138), ('аттрактор', 0.8090448975563049)]"
радиолокация,"[('неидентичный', 0.9299070835113525), ('магнонно', 0.9226508736610413), ('запаздывать', 0.9068973064422607), ('гребёнка', 0.8931199908256531), ('натрий', 0.8923909068107605), ('нитрат', 0.8824201226234436), ('всаливание', 0.8800801038742065), ('плоский', 0.8788537979125977), ('кристаллизация', 0.8785452246665955), ('кчс', 0.8750395178794861)]"
уговорить,"[('безуспешно', 0.8560694456100464), ('прибежать', 0.8519632816314697), ('тратиться', 0.8505346775054932), ('опечалить', 0.8498114943504333), ('возить', 0.8478569388389587), ('слева', 0.8450997471809387), ('голландец', 0.8425341844558716), ('иноземный', 0.8408639430999756), ('копить', 0.8405081629753113), ('костёл', 0.8392332792282104)]"
супермен,"[('проницательность', 0.8984264731407166), ('парировать', 0.8945795893669128), ('ниндзя', 0.8881527781486511), ('бабка', 0.8825831413269043), ('опечалить', 0.8814294934272766), ('ужасно', 0.8798629641532898), ('дьявол', 0.8784352540969849), ('фуражка', 0.876504123210907), ('идеалист', 0.8763396143913269), ('рфдокумент', 0.8719819784164429)]"
зимовать,[]
штормовой,"[('фарватер', 0.9012321829795837), ('выплывать', 0.877677321434021), ('тина', 0.8745439648628235), ('прибой', 0.873380184173584), ('отплывать', 0.8703569173812866), ('стометровка', 0.8623523116111755), ('втрое', 0.8525143265724182), ('водоросль', 0.8518138527870178), ('заболотить', 0.8474470973014832), ('мелководье', 0.8415036797523499)]"
трещина,"[('повредить', 0.9049152135848999), ('балка', 0.8842101693153381), ('опухолевый', 0.8766960501670837), ('мозазавр', 0.8744001984596252), ('пот', 0.874233067035675), ('обрыв', 0.8716808557510376), ('пыль', 0.8681569695472717), ('пресный', 0.8681491613388062), ('туберкулёз', 0.8679157495498657), ('аномалия', 0.8668438792228699)]"
мантия,[]
углекислый,[]
газо,"[('водоснабжение', 0.9355155229568481), ('электро', 0.8650041222572327)]"
первопричина,"[('загрязнитель', 0.8082165718078613)]"
яблочный,"[('сметана', 0.9075652956962585), ('глинтвейн', 0.902058482170105), ('избушка', 0.8956089615821838), ('бант', 0.8946877717971802), ('картошка', 0.8926575183868408), ('ссориться', 0.890727698802948), ('аппетитный', 0.8849331140518188), ('фламинго', 0.8839346170425415), ('тист', 0.883919894695282), ('подтанцовывать', 0.8828732967376709)]"
сочный,"[('панно', 0.8129178285598755)]"
сверхвысокий,"[('твердотельный', 0.861469566822052), ('свч', 0.8540184497833252), ('полупроводниковый', 0.8511545658111572), ('плазменный', 0.8501587510108948), ('частота', 0.8494464159011841), ('спектроскопия', 0.8456348776817322), ('тгц', 0.8415773510932922), ('резонансный', 0.8412597179412842), ('волновой', 0.8376466035842896), ('лазерный', 0.8376114964485168)]"
бриф,[]
энерго,"[('слабогазировать', 0.8531602025032043), ('напоить', 0.8514400124549866), ('макароны', 0.8477826118469238), ('инвазивный', 0.8466867208480835), ('фотодинамический', 0.8420377969741821), ('прокладка', 0.8382720351219177), ('внутриглазной', 0.8312973976135254), ('кондиционер', 0.828881561756134), ('кашель', 0.826587975025177), ('ресурсосбережение', 0.8262783288955688)]"
противоаварийный,[]
отключение,"[('яичный', 0.843125581741333), ('приступ', 0.8387622833251953), ('недомогание', 0.8365709781646729), ('колебаться', 0.8350688219070435), ('сустав', 0.8349474668502808), ('головокружение', 0.8344520330429077), ('кисломолочный', 0.8296433687210083), ('энцефалит', 0.8287561535835266), ('озоновый', 0.8273752331733704), ('термометр', 0.8270726203918457)]"
газоснабжение,"[('пневматический', 0.8635426759719849), ('неидентичный', 0.8618725538253784), ('хлорид', 0.8610546588897705), ('магнонно', 0.8600564002990723), ('плоский', 0.8569592833518982), ('натрий', 0.8554060459136963), ('розетка', 0.8538299798965454), ('алмазный', 0.851174533367157), ('укладка', 0.8504622578620911), ('нанопора', 0.8475953936576843)]"
квартирный,[]
переговорщик,"[('задумывать', 0.8965635895729065), ('минобрнауки', 0.8901203274726868), ('быстроразвивающийся', 0.8854079842567444), ('телефонфакс', 0.8830093741416931), ('безуспешно', 0.8818221688270569), ('бизон', 0.8807464838027954), ('рфдокумент', 0.8799459338188171), ('злоумышленник', 0.8783743977546692), ('прожект', 0.8745269179344177), ('гарантироваться', 0.873384952545166)]"
сирийский,[]
энергоблок,[]
гарберовский,[]
разжигание,"[('пенка', 0.8652061223983765), ('перила', 0.8649014830589294), ('покраска', 0.8609405159950256), ('макароны', 0.8597622513771057), ('вольер', 0.8579272627830505), ('слабогазировать', 0.8568128347396851), ('сигнализация', 0.8564503192901611), ('наледь', 0.8564375638961792), ('обливать', 0.8530656099319458), ('замысловатый', 0.8528705835342407)]"
ленточный,"[('дрейф', 0.8793285489082336), ('модулировать', 0.8610530495643616), ('нанолента', 0.8601038455963135), ('преобразователь', 0.8560198545455933), ('экранировать', 0.8556929230690002), ('фотодетектор', 0.8531430959701538), ('плоский', 0.8525869846343994), ('нагрев', 0.852516233921051), ('зигзаг', 0.8522955775260925), ('коллаген', 0.8509558439254761)]"
наднациональный,[]
трансграничный,[]
ателье,[]
круизный,[]
арбузный,"[('уха', 0.8795067667961121), ('аллюзия', 0.87581467628479), ('колокольный', 0.8723347783088684), ('сумерки', 0.8646261692047119), ('грабить', 0.8643779754638672), ('двухметровый', 0.8639443516731262), ('задумывать', 0.8634052276611328), ('пасьянс', 0.8624640107154846), ('путник', 0.861488401889801), ('смола', 0.8600685000419617)]"
неправительственный,[]
воир,[]
саморегулирование,[]
комичность,"[('кабаре', 0.8309894800186157), ('пальто', 0.8276118636131287), ('наверх', 0.8222708106040955), ('барахолка', 0.8219371438026428), ('кружить', 0.8218144774436951), ('ревность', 0.8215011358261108), ('леденящий', 0.8208726644515991), ('балерина', 0.8207144141197205), ('вышитый', 0.8181129097938538), ('опечалить', 0.8164543509483337)]"
настоять,[]
телевикторина,[]
филокартист,[]
жетон,[]
капуста,"[('фламинго', 0.8829648494720459), ('вышитый', 0.8764735460281372), ('макароны', 0.8761197328567505), ('берёзовый', 0.873269259929657), ('компот', 0.8715897798538208), ('ягода', 0.8692789673805237), ('простыня', 0.8689605593681335), ('птичка', 0.8662682771682739), ('сметана', 0.8662583827972412), ('необратимый', 0.866128146648407)]"
восьмитысячник,[]
обходный,"[('опись', 0.8052763342857361), ('переписной', 0.8051465153694153)]"
лампочка,[]
хакер,[]
гадалка,[]
трон,"[('зонтик', 0.8629978895187378), ('траншея', 0.8622694611549377), ('врасплох', 0.8601358532905579), ('апельсиновый', 0.856085479259491), ('расстроиться', 0.8520918488502502), ('бобёр', 0.8520052433013916), ('девичий', 0.8499470949172974), ('лежачий', 0.8475826382637024), ('плащ', 0.8474252223968506), ('минобрнауки', 0.8470302820205688)]"
